,DOWhour,datecode,procent,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,prosocial,emo_posp,emo_negp,emo_anxp,emo_angerp,emo_sadp,prosocialp,DOW.x,hour.x,emo_sadb,emo_angerb,emo_anxb,emo_negb,emo_posb,prosocialb,DOW.y,hour.y,emo_posw,emo_negw,emo_anxw,emo_angerw,emo_sadw,prosocialw,rank,year,month,day,hour,time0,daysno
357,Monday 21,12021,0.526666667,10267.85,4992.71,674.02,904.42,1027.34,7765.62,19495.91772,9479.829114,1279.78481,1717.253165,1950.64557,14744.8481,Monday,21,-5.547497435,6.967002056,-6.299481613,8.229861276,-6.246316425,-3.634629853,Monday,21,20794.82851,8758.977423,1365.824685,1605.404594,2065.21322,15300.98217,357,2020,1,20,21,2020-01-20-21,120
358,Monday 22,12022,0.710833333,12510.39,3834.18,607.84,950.57,820.67,7810.58,17599.61079,5393.922626,855.109027,1337.26143,1154.518171,10987.92028,Monday,22,-33.10441453,-23.88733033,3.281643819,-23.01200252,8.966652856,-8.370694947,Monday,22,16151.37322,7006.186422,827.9390174,1756.949843,1725.85106,11991.70972,358,2020,1,20,22,2020-01-20-22,120
359,Monday 23,12023,0.999722222,9967.59,3398.04,569,607.05,512.4,6473.92,9970.359544,3398.984162,569.1580995,607.2186719,512.5423729,6475.718811,Monday,23,-40.70538767,-21.68937419,27.42144805,-5.398556888,25.14871486,9.903011873,Monday,23,7966.809372,3592.951704,446.6737022,775.3975474,864.3995682,5892.212325,359,2020,1,20,23,2020-01-20-23,120
360,Tuesday 00,12100,0.999722222,3301.53,1846.95,285.26,385.87,339.5,3352.69,3302.447346,1847.463184,285.3392609,385.9772159,339.5943318,3353.621562,Tuesday,0,-22.73663463,-22.67701118,1.511345414,-8.183447517,-19.40430202,25.17007677,Tuesday,0,4097.547921,2012.124322,281.0910049,499.1752412,439.5282682,2679.251821,360,2020,1,21,0,2020-01-21-00,121
361,Tuesday 07,12107,0.999444444,11572.18,2347.91,340.62,541.7,364.32,8394.8,11578.61256,2349.21512,340.8093385,542.0011117,364.5225125,8399.46637,Tuesday,7,-56.66503071,-34.9126229,-42.56617419,-38.88123109,-13.74515843,-9.642105678,Tuesday,7,13423.7248,3843.688545,593.3948048,832.7284581,841.1740413,9295.7748,361,2020,1,21,7,2020-01-21-07,121
362,Tuesday 08,12108,0.885555556,11866.14,3245.81,546.36,719.6,505.9,7559.16,13399.65621,3665.281054,616.9686324,812.5972396,571.2797992,8536.065245,Tuesday,8,-42.64842929,-15.060373,-27.3344545,-17.6334142,-13.99794601,-13.91130048,Tuesday,8,15580.62347,4449.961132,849.0525022,956.6762515,996.1014009,9915.430588,362,2020,1,21,8,2020-01-21-08,121
363,Tuesday 09,12109,0.865555556,10387.99,3924.74,430.07,1118.78,598.23,8723.98,12001.52888,4534.359435,496.8716303,1292.557125,691.1514763,10079.05263,Tuesday,9,-42.47323645,54.16066087,-29.37929596,4.610814453,-16.25004288,-2.86222884,Tuesday,9,14330.19108,4334.50352,703.5778488,838.4480951,1201.443352,10376.0386,363,2020,1,21,9,2020-01-21-09,121
364,Tuesday 10,12110,0.866111111,12409.34,3256.88,468.32,862.86,634.85,8463.17,14327.65362,3760.348942,540.7158435,996.2463117,732.9890956,9771.45991,Tuesday,10,-33.154624,-2.261198117,-31.4367002,-18.29023662,8.681483905,-13.11139133,Tuesday,10,13183.15973,4602.080322,788.6374271,1019.294582,1096.544203,11245.962,364,2020,1,21,10,2020-01-21-10,121
365,Tuesday 11,12111,0.883333333,10007.24,3697.02,415.93,747.84,722.97,7542.74,11328.95094,4185.30566,470.8641509,846.6113208,818.4566038,8538.950943,Tuesday,11,-25.95335533,16.72365475,-37.85812438,-4.317741238,-9.356161918,-13.26631373,Tuesday,11,12498.31338,4374.171048,757.7243947,725.3125535,1105.325714,9845.022517,365,2020,1,21,11,2020-01-21-11,121
366,Tuesday 12,12112,0.848055556,9585.91,3300.61,477.71,715.16,702.86,7618.86,11303.39862,3891.973796,563.3003603,843.2938094,828.7900426,8983.916148,Tuesday,12,-29.09608048,-5.999700232,-20.0382867,-19.93186393,-14.88480788,-10.99199416,Tuesday,12,13280.11879,4860.827274,704.4625947,897.1182129,1168.891717,10093.37987,366,2020,1,21,12,2020-01-21-12,121
367,Tuesday 13,12113,0.858611111,10122.31,3464.31,669.17,625.66,683.75,8438.04,11789.16726,4034.783565,779.3633128,728.6884503,796.3442252,9827.545778,Tuesday,13,-14.20375974,-31.26952654,20.20907139,-7.628160095,-5.105119141,2.952695112,Tuesday,13,12423.39645,4367.980079,648.3398497,1060.211597,928.1807953,9545.690637,367,2020,1,21,13,2020-01-21-13,121
368,Tuesday 14,12114,0.983055556,9563.38,3337.41,624.4,689.63,843.86,8453.9,9728.219271,3394.935292,635.1624753,701.5168127,858.4051992,8599.615711,Tuesday,14,6.400679299,-16.02840496,-2.984412685,-16.58465271,-15.85110527,-12.47342751,Tuesday,14,11560.72139,4069.916871,654.701469,835.4215641,806.7666531,9825.148485,368,2020,1,21,14,2020-01-21-14,121
369,Tuesday 15,12115,0.930277778,10443.36,3516.16,440.57,829.3,757.71,8553.53,11226.06629,3779.688265,473.5897283,891.4541654,814.4986563,9194.59779,Tuesday,15,-25.01480506,-10.21700259,-33.12943788,-13.78224551,-11.83995525,-4.692262494,Tuesday,15,12733.73479,4383.886228,708.2185543,992.8986458,1086.212628,9647.273171,369,2020,1,21,15,2020-01-21-15,121
370,Tuesday 16,12116,0.801944444,10799.13,3553.97,606.21,974.89,711.77,8573.06,13466.1822,4431.691029,755.9251818,1215.657776,887.5552477,10690.34153,Tuesday,16,-3.716617137,-5.044811075,-7.898141584,-10.5077697,-14.62633661,-2.045710771,Tuesday,16,15773.22755,4952.039986,820.7491085,1280.24365,921.8156044,10913.60227,370,2020,1,21,16,2020-01-21-16,121
371,Tuesday 17,12117,0.681666667,10401.29,3088.11,500.02,621.73,694.72,7840.5,15258.61614,4530.234719,733.5256724,912.0733496,1019.149144,11501.95599,Tuesday,17,-23.4442504,-33.1042219,-29.09481283,-23.59788052,-11.79494633,-13.34803901,Tuesday,17,17299.0271,5929.462101,1034.516235,1363.424383,1331.250951,13273.73998,371,2020,1,21,17,2020-01-21-17,121
372,Tuesday 18,12118,0.552777778,10189.6,3523.9,354.5,855.89,901.92,8156.32,18433.44724,6374.894472,641.3065327,1548.343719,1631.61407,14755.15176,Tuesday,18,13.58658798,36.63491458,-36.6760652,-3.399163365,-10.1329713,-0.520976205,Tuesday,18,20511.91355,6599.212486,1012.73955,1133.197707,1436.449584,14832.42516,372,2020,1,21,18,2020-01-21-18,121
373,Tuesday 19,12119,0.561388889,10296.93,3668.14,597.97,721.54,922.76,9395.44,18341.88422,6534.044532,1065.161801,1285.276596,1643.709055,16736.06333,Tuesday,19,-7.799818099,-20.93946979,-23.3281348,-16.28251844,-12.18277977,2.865743906,Tuesday,19,20886.43226,7804.874694,1389.247279,1625.68679,1782.761184,16269.81218,373,2020,1,21,19,2020-01-21-19,121
374,Tuesday 20,12120,0.413055556,9383.9,3469.52,508.38,829.44,772.31,7634.54,22718.25151,8399.644923,1230.778749,2008.05918,1869.748487,18483.08272,Tuesday,20,-15.41335803,42.08847396,8.32807933,3.883031394,-0.45992129,19.58433565,Tuesday,20,22823.22036,8085.675601,1136.158563,1413.245652,2210.453617,15456.10687,374,2020,1,21,20,2020-01-21-20,121
375,Tuesday 21,12121,0.386944444,9782.22,4410.01,540.22,1019.58,655.7,6867.57,25280.68342,11397.01077,1396.117732,2634.951902,1694.558507,17748.20675,Tuesday,21,-7.04603008,11.76134136,8.890478523,13.41371531,5.622658583,5.693118724,Tuesday,21,23934.9054,10049.05865,1282.13022,2357.659518,1823.008214,16792.2065,375,2020,1,21,21,2020-01-21-21,121
376,Tuesday 22,12122,0.601388889,10067.43,4227.36,585.59,700.77,886.59,8453.17,16740.29931,7029.328406,973.7293303,1165.252656,1474.237413,14056.07945,Tuesday,22,2.466375876,-1.929470374,17.85237883,17.23921593,-3.920440291,18.8717552,Tuesday,22,17423.37221,5995.714276,826.2279811,1188.178202,1438.752372,11824.57466,376,2020,1,21,22,2020-01-21-22,121
377,Tuesday 23,12123,0.999722222,10305.68,4800.82,598.53,906.35,970.86,7833.47,10308.54348,4802.153932,598.6963045,906.6018338,971.1297583,7835.646568,Tuesday,23,17.47630235,9.487574746,-4.186780651,33.0184224,11.33524867,23.61834297,Tuesday,23,9259.011506,3610.141998,624.8577269,828.0408402,826.6601339,6338.579195,377,2020,1,21,23,2020-01-21-23,121
378,Wednesday 00,12200,0.999444444,4209.25,1974.08,203.35,435.69,498.97,3687.89,4211.589772,1975.177321,203.463035,435.9321845,499.2473596,3689.939967,Wednesday,0,1.602053145,-2.015549682,-32.17874472,-1.086522247,9.89209342,25.57933286,Wednesday,0,3832.477516,1996.873799,299.9989224,444.899352,491.3752667,2938.333787,378,2020,1,22,0,2020-01-22-00,122
379,Wednesday 07,12207,0.999722222,11970.67,3162.7,465.1,636.01,555.18,8602.65,11973.99611,3163.578772,465.2292303,636.1867185,555.3342595,8605.040289,Wednesday,7,-37.64405683,-29.37453675,-41.53656412,-27.73031211,-17.54545383,-22.52056424,Wednesday,7,14521.93562,4377.462896,795.7610142,900.7894451,890.5875387,11106.22477,379,2020,1,22,7,2020-01-22-07,122
380,Wednesday 08,12208,0.844722222,11850.26,3185.1,489.82,848.8,572.29,7841.79,14028.58796,3770.588622,579.8592568,1004.827359,677.4889839,9283.276554,Wednesday,8,-26.89573153,-2.726389605,-6.8319907,-10.78692535,-11.00523529,-7.44084463,Wednesday,8,15763.38564,4226.497783,622.3802153,1032.990711,926.743401,10029.56057,380,2020,1,22,8,2020-01-22-08,122
381,Wednesday 09,12209,0.868055556,10850.9,3236.2,528.59,662.74,581.29,9127.07,12500.2368,3728.1024,608.93568,763.47648,669.64608,10514.38464,Wednesday,9,-39.27950918,-15.69117351,-6.567708478,-13.09019141,-12.7587318,0.016474685,Wednesday,9,14328.35292,4289.62215,651.7400677,905.5712336,1102.833773,10512.65271,381,2020,1,22,9,2020-01-22-09,122
382,Wednesday 10,12210,0.867222222,11220.65,3196.41,606.68,635.82,643.22,11055.01,12938.60987,3685.802691,699.5669443,733.1684817,741.7014734,12747.60922,Wednesday,10,-15.33880602,-28.44485705,12.92284981,-16.16485996,-4.627226469,18.13831174,Wednesday,10,13566.35588,4396.488977,619.5087579,1024.620246,876.0819906,10790.41086,382,2020,1,22,10,2020-01-22-10,122
383,Wednesday 11,12211,0.924722222,11298.3,3327.34,557.74,855.31,618.13,8908.98,12218.04746,3598.204866,603.1432863,924.9372184,668.4493842,9634.22289,Wednesday,11,-26.0032188,-1.875917904,-34.2036778,-21.33697932,-4.376999954,-16.7926938,Wednesday,11,12777.31033,4574.201238,916.6823709,942.6199957,903.3492719,11578.57805,383,2020,1,22,11,2020-01-22-11,122
384,Wednesday 12,12212,0.802222222,9395.65,4714.39,729.36,754.77,1370.05,8162.17,11712.02909,5876.663435,909.1745152,940.8490305,1707.81856,10174.45014,Wednesday,12,55.79049703,-26.20330515,12.47376512,20.56672994,-16.14792868,-3.23559077,Wednesday,12,13967.4893,4874.199904,808.3436296,1274.920283,1096.227685,10514.66156,384,2020,1,22,12,2020-01-22-12,122
385,Wednesday 13,12213,0.843611111,9821.53,4365.72,619.35,577.55,1875.47,8296.86,11642.24827,5175.038525,734.1652947,684.6163978,2223.145209,9834.934475,Wednesday,13,116.459055,-44.44747288,-12.33358627,5.256614326,-11.97650391,3.880713101,Wednesday,13,13226.29615,4916.592233,837.4533227,1232.376695,1027.051148,9467.526917,385,2020,1,22,13,2020-01-22-13,122
386,Wednesday 14,12214,0.944444444,9576.12,3765.58,606.95,839.67,995.15,8584.99,10139.42118,3987.084706,642.6529412,889.0623529,1053.688235,9089.989412,Wednesday,14,15.6885355,-20.49232667,-5.749272657,-7.816512723,-22.3523328,-16.69109315,Wednesday,14,13058.24314,4325.161505,681.8546226,1118.209496,910.7974535,10911.18556,386,2020,1,22,14,2020-01-22-14,122
387,Wednesday 15,12215,0.914166667,10148.03,3639.42,422.81,953.89,1036.2,8707.51,11100.85324,3981.134002,462.50866,1043.453054,1133.49134,9525.079307,Wednesday,15,20.80736162,19.26212338,-12.89823341,-2.582015962,-18.8585034,-9.167725644,Wednesday,15,13680.85838,4086.652009,530.9980246,874.9240951,938.2634674,10486.4481,387,2020,1,22,15,2020-01-22-15,122
388,Wednesday 16,12216,0.814444444,10562.3,3983.17,477.84,710.78,1380.94,8492.48,12968.7176,4890.658936,586.7066849,872.7175989,1695.560709,10427.32879,Wednesday,16,77.74221769,-38.10180993,-28.99851222,-5.002499906,-13.24196051,-12.78329812,Wednesday,16,14948.14506,5148.197512,826.330128,1409.924261,953.9437121,11955.65592,388,2020,1,22,16,2020-01-22-16,122
389,Wednesday 17,12217,0.677222222,10720.52,3966.22,404.19,951.79,1091.17,10097.63,15830.13618,5856.600492,596.8351107,1405.432322,1611.243642,14910.36423,Wednesday,17,10.45623303,19.58262932,-34.17302046,-6.270083289,-11.85320085,15.99705064,Wednesday,17,17958.83268,6248.379064,906.6724843,1175.281334,1458.716813,12854.08909,389,2020,1,22,17,2020-01-22-17,122
390,Wednesday 18,12218,0.569166667,10523.87,3485.61,534.04,584,896.29,9460.36,18489.96193,6124.058565,938.284041,1026.061493,1574.740849,16621.42313,Wednesday,18,20.87939418,-39.08219233,13.96848423,-6.899946331,-16.08362762,13.96543783,Wednesday,18,22033.79556,6577.932368,823.2837765,1684.337524,1302.737212,14584.61745,390,2020,1,22,18,2020-01-22-18,122
391,Wednesday 19,12219,0.5775,11449.71,3885.9,664.67,880.42,1021.34,9860.63,19826.33766,6728.831169,1150.943723,1524.536797,1768.554113,17074.68398,Wednesday,19,19.3390475,-11.44368637,5.599506458,-7.494189102,-6.828631483,5.747241123,Wednesday,19,21279.43163,7273.955121,1089.913922,1721.545008,1481.957624,16146.69452,391,2020,1,22,19,2020-01-22-19,122
392,Wednesday 20,12220,0.505,9242.29,4432.61,447.6,1249.25,802.23,7799.64,18301.56436,8777.445545,886.3366337,2473.762376,1588.574257,15444.83168,Wednesday,20,-43.34485927,23.09063401,-27.22734576,-11.94235924,-26.66832901,-15.2863559,Wednesday,20,24957.24441,9967.840915,1217.952874,2009.708047,2803.936654,18231.81124,392,2020,1,22,20,2020-01-22-20,122
393,Wednesday 21,12221,0.381111111,8540.58,4805.49,477.17,1130.07,892.27,7931.86,22409.68513,12609.15743,1252.049563,2965.198251,2341.233236,20812.46064,Wednesday,21,-13.9176316,3.169032118,-17.19070405,8.736421063,-27.89725873,3.164306102,Wednesday,21,31080.2124,11596.07546,1511.967405,2874.116573,2719.759319,20174.09066,393,2020,1,22,21,2020-01-22-21,122
394,Wednesday 22,12222,0.594166667,11022.01,4852.6,715.04,1174.41,994.66,7492.58,18550.36746,8167.068724,1203.43338,1976.56662,1674.042076,12610.23282,Wednesday,22,22.07586921,48.61189769,22.96331639,25.08288817,1.813659542,2.071116389,Wednesday,22,18219.92014,6529.325348,978.6930082,1330.019097,1371.312846,12354.35965,394,2020,1,22,22,2020-01-22-22,122
395,Wednesday 23,12223,0.959166667,10336.11,5031.69,678.47,1045.57,1160.27,7916.04,10776.13553,5245.89748,707.3536056,1090.081668,1209.664639,8253.039096,Wednesday,23,44.43184613,9.745471659,27.87630206,25.65997792,6.289756321,19.26611347,Wednesday,23,10138.45163,4174.67643,553.1545675,993.2816832,837.5331839,6919.852468,395,2020,1,22,23,2020-01-22-23,122
396,Thursday 00,12300,0.999722222,4437.97,2314.65,318.21,485.86,600.81,3325.2,4439.203112,2315.293137,318.2984162,485.9949986,600.976938,3326.123923,Thursday,0,3.588040097,-10.82556743,8.933480393,-1.835758769,-3.697103463,18.29115525,Thursday,0,4609.625745,2358.591181,292.1952141,544.9936541,580.1605451,2811.811176,396,2020,1,23,0,2020-01-23-00,123
397,Thursday 07,12307,0.999722222,11379.45,3602.44,421.53,621.73,879.19,8608,11382.61184,3603.440956,421.6471242,621.9027508,879.4342873,8610.391775,Thursday,7,-12.2115224,-26.34404609,-50.41003884,-21.2952972,-29.51830597,-14.62824029,Thursday,7,16149.74213,4578.431565,850.267099,844.3346637,1001.765051,10085.76115,397,2020,1,23,7,2020-01-23-07,123
398,Thursday 08,12308,0.799166667,11200.7,3789.7,745.5,856.13,663.09,8387.29,14015.47445,4742.064651,932.8467153,1071.278415,829.7267987,10495.04484,Thursday,8,-26.9894516,2.365783183,17.01803247,-1.446387983,-20.99391456,0.017409896,Thursday,8,17739.74039,4811.659922,797.1820203,1046.52002,1136.447838,10493.21798,398,2020,1,23,8,2020-01-23-08,123
399,Thursday 09,12309,0.857777778,12051.75,3088.63,442.87,630.88,478.48,8346.62,14049.96762,3600.734456,516.2992228,735.4818653,557.8134715,9730.515544,Thursday,9,-45.00891328,-29.59873219,-10.31804992,-21.04579363,-21.07111997,-12.96949798,Thursday,9,17800.79435,4560.535304,575.7002633,1044.699745,1014.3707,11180.58074,399,2020,1,23,9,2020-01-23-09,123
400,Thursday 10,12310,0.844166667,10602.77,3719.56,572.47,853.06,1084,8040.45,12560.04344,4406.19151,678.148075,1010.535044,1284.106614,9524.718657,Thursday,10,41.82617836,8.70156808,4.378915161,2.407859539,-13.89439029,-9.964214703,Thursday,10,14586.7888,4302.591159,649.6983361,929.6416439,905.4087397,10578.81444,400,2020,1,23,10,2020-01-23-10,123
401,Thursday 11,12311,0.896944444,11282.29,3572.69,805.6,618.8,812.67,9492.46,12578.58284,3983.178693,898.1604212,689.8978012,906.0427377,10583.10808,Thursday,11,-14.39347978,-24.93066148,22.80316927,-13.8602023,-13.56298077,0.193307827,Thursday,11,14552.30983,4624.086426,731.3821187,919.0140938,1058.380525,10562.68958,401,2020,1,23,11,2020-01-23-11,123
402,Thursday 12,12312,0.835,9916.63,3763.76,450.67,1042.8,694.6,8551.38,11876.20359,4507.497006,539.7245509,1248.862275,831.8562874,10241.17365,Thursday,12,-4.353609003,36.71473447,-11.4786956,3.980316525,-21.91317213,-6.548219737,Thursday,12,15208.97175,4334.952188,609.7114752,913.4803797,869.7205182,10958.77855,402,2020,1,23,12,2020-01-23-12,123
403,Thursday 13,12313,0.832222222,10982.16,3722.34,569.99,853.91,906.92,8212.98,13196.18692,4472.771696,684.9012016,1026.06008,1089.757009,9868.734312,Thursday,13,6.609925027,-6.673993227,-27.44788759,-11.693058,-9.048751587,-8.827328914,Thursday,13,14509.07728,5065.028404,944.0127639,1099.43639,1022.190954,10824.22418,403,2020,1,23,13,2020-01-23-13,123
404,Thursday 14,12314,0.920555556,10667.84,3444.49,706.52,740.82,726.51,8547.37,11588.48039,3741.751358,767.4930597,804.7531684,789.2082076,9285.012674,Thursday,14,-28.80777594,-20.32974383,5.544819789,-16.38228168,-16.21806596,-7.062004712,Thursday,14,13831.71745,4474.830733,727.1726469,1010.104909,1108.559563,9990.545465,404,2020,1,23,14,2020-01-23-14,123
405,Thursday 15,12315,0.906666667,10677.81,4199.78,531.11,1120.32,837.32,9951.08,11776.99632,4632.110294,585.7830882,1235.647059,923.5147059,10975.45588,Thursday,15,9.622453459,29.83627514,-12.60495557,2.972070873,-16.82370102,8.642746288,Thursday,15,14159.07713,4498.414235,670.2703706,951.6963248,842.4503163,10102.33656,405,2020,1,23,15,2020-01-23-15,123
406,Thursday 16,12316,0.798611111,10862.14,3361.81,707.5,572.75,698.85,9892.22,13601.28835,4209.570783,885.9130435,717.1826087,875.0817391,12386.77983,Thursday,16,-19.14405831,-37.93633582,36.83288688,-17.66944552,-18.20111133,9.677879427,Thursday,16,16627.71777,5113.011578,647.4416083,1155.559566,1082.272645,11293.78129,406,2020,1,23,16,2020-01-23-16,123
407,Thursday 17,12317,0.694166667,12301.23,3414.04,577.72,737.48,617.52,9210.31,17720.85954,4918.184874,832.2496999,1062.396158,889.5846339,13268.15366,Thursday,17,-28.84496669,-15.25129258,-2.66703628,-13.25569514,-8.321866643,-5.637633474,Thursday,17,19329.42883,5669.749596,855.0543085,1253.583908,1250.206194,14060.85302,407,2020,1,23,17,2020-01-23-17,123
408,Thursday 18,12318,0.619166667,11320.41,3643.6,481.69,930.46,856.61,9086.04,18283.30013,5884.683715,777.9650067,1502.761777,1383.48856,14674.62719,Thursday,18,-10.94711805,9.057580538,-21.04311161,-11.87241757,-11.42203001,-0.583898441,Thursday,18,20640.91121,6677.459602,985.3035278,1377.952609,1553.558436,14760.81536,408,2020,1,23,18,2020-01-23-18,123
409,Thursday 19,12319,0.559444444,10130.65,2719.31,460.89,539.36,410.28,8628.82,18108.41112,4860.73287,823.8351539,964.0993049,733.3704071,15423.90864,Thursday,19,-51.86024324,-32.25907155,-6.22040769,-24.17280848,-17.73411869,-4.427877969,Thursday,19,22012.0551,6410.276805,878.4802041,1423.215369,1523.419428,16138.50181,409,2020,1,23,19,2020-01-23-19,123
410,Thursday 20,12320,0.535277778,10678.27,3838.45,576.51,765.14,756.2,8616.5,19949.02543,7170.949663,1077.02958,1429.426051,1412.724442,16097.24961,Thursday,20,-4.134570419,-18.21873101,3.761635894,1.628432898,-8.285762883,2.432753078,Thursday,20,21751.28536,7056.046677,1037.984386,1747.864845,1473.653692,15714.94383,410,2020,1,23,20,2020-01-23-20,123
411,Thursday 21,12321,0.431388889,9772.37,4156.56,476.43,1179.92,740.53,8780.61,22653.27238,9635.296845,1104.40953,2735.165486,1716.618158,20354.27946,Thursday,21,14.5231797,81.36072992,22.19651765,47.06084508,2.67779303,33.2221071,Thursday,21,22062.4847,6551.911788,903.7978751,1508.135464,1498.926386,15278.45483,411,2020,1,23,21,2020-01-23-21,123
412,Thursday 22,12322,0.625277778,10851.24,3848.06,459.98,942.8,911.24,8786.23,17354.27099,6154.160817,735.6410484,1507.809862,1457.336295,14051.72279,Thursday,22,-15.96294694,31.43121832,-38.3551802,-9.681092939,-6.920293644,11.66439541,Thursday,22,18644.52701,6813.812321,1193.354204,1147.22353,1734.159209,12583.8883,412,2020,1,23,22,2020-01-23-22,123
